index,imdb_id,nominee,tony_id,birthYear,deathYear,imdb_img
153,nm0058045,John Barry,,1935,1979,
154,nm0000291,Angela Bassett,,1958,,https://m.media-amazon.com/images/M/MV5BNGRhYTljOGEtMmYxNS00NTM0LWFlYmEtNTUzYjdiOWNiMjBmXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg
155,nm0000297,Tom Berenger,,1949,,https://m.media-amazon.com/images/M/MV5BMTk1OTQ5MzUzM15BMl5BanBnXkFtZTgwMDUxMTY1NDE@._V1_.jpg
156,nm0000298,Candice Bergen,,1946,,https://m.media-amazon.com/images/M/MV5BMTA3MTM1MTIxNTdeQTJeQWpwZ15BbWU3MDc4NDY2MjE@._V1_.jpg
157,nm0000301,Thora Birch,,1982,,https://m.media-amazon.com/images/M/MV5BZDY3ZjBkNzAtOTdhYS00NjU1LTg0MTEtOGNjODk0NWU4YTNjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
158,nm0000302,Jacqueline Bisset,,1944,,https://m.media-amazon.com/images/M/MV5BMTU2MjAxMzI4OF5BMl5BanBnXkFtZTcwNjYwNTQ0NA@@._V1_.jpg
159,nm0000307,Helena Bonham Carter,,1966,,https://m.media-amazon.com/images/M/MV5BMTUzMzUzMDg5MV5BMl5BanBnXkFtZTcwMDA5NDMwNA@@._V1_.jpg
160,nm0000308,Ernest Borgnine,,1917,2012,https://m.media-amazon.com/images/M/MV5BMTU5NDE1NjY2OF5BMl5BanBnXkFtZTYwNDE0MzM1._V1_.jpg
161,nm0000312,Amy Brenneman,,1964,,https://m.media-amazon.com/images/M/MV5BODQ3MjkzNTkzNF5BMl5BanBnXkFtZTcwNTQ4MjgxNQ@@._V1_.jpg
162,nm0000313,Jeff Bridges,,1949,,https://m.media-amazon.com/images/M/MV5BNTU1NjM4MDYzMl5BMl5BanBnXkFtZTcwMjIwMjMyMw@@._V1_.jpg
163,nm0000314,Charles Bronson,,1921,2003,https://m.media-amazon.com/images/M/MV5BYWNlYzczNjItMjRlZi00MjE3LWJlYzctYzcyYTlkM2U5YzMzXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
164,nm0000316,Mel Brooks,mel-brooks-7689,1926,,https://m.media-amazon.com/images/M/MV5BMTU2MzI5NjA1NV5BMl5BanBnXkFtZTgwMjEyNjQ0MTI@._V1_.jpg
165,nm0000318,Tim Burton,,1958,,https://m.media-amazon.com/images/M/MV5BOGJmZDUwMzktYmY2MS00M2IwLWIyNmQtYjJhYjc4NjIyZWM1XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_.jpg
166,nm0000321,Gabriel Byrne,gabriel-byrne-76478,1950,,https://m.media-amazon.com/images/M/MV5BMjAxMzE1ODA1Ml5BMl5BanBnXkFtZTcwODY3MjU5MQ@@._V1_.jpg
167,nm0000323,Michael Caine,,1933,,https://m.media-amazon.com/images/M/MV5BMjAwNzIwNTQ4Ml5BMl5BanBnXkFtZTYwMzE1MTUz._V1_.jpg
168,nm0000325,David Caruso,,1956,,https://m.media-amazon.com/images/M/MV5BMTYwNjYxMDEyM15BMl5BanBnXkFtZTYwNDcyOTk1._V1_.jpg
169,nm0000326,Kim Cattrall,,1956,,https://m.media-amazon.com/images/M/MV5BMTU4NjMyMjAyMV5BMl5BanBnXkFtZTcwMDk1ODQ5MQ@@._V1_.jpg
170,nm0000328,Richard Chamberlain,,1934,,https://m.media-amazon.com/images/M/MV5BMTY1NTczMjI5Nl5BMl5BanBnXkFtZTcwMzcwNTMwNw@@._V1_.jpg
171,nm0000330,Stockard Channing,stockard-channing-35030,1944,,https://m.media-amazon.com/images/M/MV5BMjAyOTc0NDQ4NV5BMl5BanBnXkFtZTYwODYyMjA0._V1_.jpg
172,nm0000331,Chevy Chase,,1943,,https://m.media-amazon.com/images/M/MV5BMTMwNTY2ODA4OV5BMl5BanBnXkFtZTcwOTE1NjAxMw@@._V1_.jpg
173,nm0000332,Don Cheadle,,1964,,https://m.media-amazon.com/images/M/MV5BNDMxNDM3MzY5N15BMl5BanBnXkFtZTcwMjkzOTY4MQ@@._V1_.jpg
174,nm0000333,Cher,,1946,,https://m.media-amazon.com/images/M/MV5BMTc1NTM4NzQ1Ml5BMl5BanBnXkFtZTcwNjc3MDgwNA@@._V1_.jpg
175,nm0000335,Glenn Close,glenn-close-35677,1947,,https://m.media-amazon.com/images/M/MV5BMTEwNDk5MTU2NTNeQTJeQWpwZ15BbWU3MDczNjEzMTM@._V1_.jpg
176,nm0000336,James Coburn,,1928,2002,https://m.media-amazon.com/images/M/MV5BMTMyNTg3Njg4M15BMl5BanBnXkFtZTcwOTI1ODE1NA@@._V1_.jpg
177,nm0000338,Francis Ford Coppola,,1939,,https://m.media-amazon.com/images/M/MV5BMTM5NDU3OTgyNV5BMl5BanBnXkFtZTcwMzQxODA0NA@@._V1_.jpg
178,nm0000341,Michael Crichton,,1942,2008,https://m.media-amazon.com/images/M/MV5BMTgwOTQ1NTAyM15BMl5BanBnXkFtZTgwMTk4NzU0MDI@._V1_.jpg
179,nm0000342,James Cromwell,,1940,,https://m.media-amazon.com/images/M/MV5BNzU1NTEzMzMxM15BMl5BanBnXkFtZTgwMzY0MjAzMTE@._V1_.jpg
180,nm0000345,Billy Crystal,billy-crystal-383055,1948,,https://m.media-amazon.com/images/M/MV5BMTQ4MjA4MjM4NV5BMl5BanBnXkFtZTcwMzE0MjcxNQ@@._V1_.jpg
181,nm0000347,Tim Curry,tim-curry-36907,1946,,https://m.media-amazon.com/images/M/MV5BMTc5MTQ2OTYwOF5BMl5BanBnXkFtZTYwMzEzMTA1._V1_.jpg
182,nm0000348,Tony Curtis,,1925,2010,https://m.media-amazon.com/images/M/MV5BZjIyYzA4YTctMzI3NS00NTYzLWEwNjMtZTBjZmEyNWYyMzBhXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
183,nm0193532,Tony Curtis,,1937,2021,
184,nm0000349,Joan Cusack,,1962,,https://m.media-amazon.com/images/M/MV5BMTMzMTAxMjQzMV5BMl5BanBnXkFtZTYwMzU1OTE1._V1_.jpg
185,nm0000350,Beverly D'Angelo,,1951,,https://m.media-amazon.com/images/M/MV5BMTMyNTk4ODU5NV5BMl5BanBnXkFtZTcwODU0OTgwMw@@._V1_.jpg
186,nm0000352,Vincent D'Onofrio,,1959,,https://m.media-amazon.com/images/M/MV5BMTk0NTE2MDkzNF5BMl5BanBnXkFtZTYwODUzMjcz._V1_.jpg
187,nm0000354,Matt Damon,,1970,,https://m.media-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_.jpg
188,nm0000362,Danny DeVito,danny-devito-99757,1944,,https://m.media-amazon.com/images/M/MV5BMTE5MjM5MzM3M15BMl5BanBnXkFtZTYwOTEzOTY0._V1_.jpg
189,nm0000367,Gérard Depardieu,,1948,,https://m.media-amazon.com/images/M/MV5BMTgwMDU4OTk5MF5BMl5BanBnXkFtZTYwNTUwODY0._V1_.jpg
190,nm0000368,Laura Dern,,1967,,https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_.jpg
191,nm0000370,Walt Disney,,1901,1966,https://m.media-amazon.com/images/M/MV5BMjIxMTUyNjc5OF5BMl5BanBnXkFtZTcwMjMwNjYwNA@@._V1_.jpg
192,nm0000374,Brad Dourif,,1950,,https://m.media-amazon.com/images/M/MV5BMTYxNTA2MDExOF5BMl5BanBnXkFtZTcwNDE0MDAxMw@@._V1_.jpg
193,nm0000375,Robert Downey Jr.,,1965,,https://m.media-amazon.com/images/M/MV5BNzg1MTUyNDYxOF5BMl5BanBnXkFtZTgwNTQ4MTE2MjE@._V1_.jpg
194,nm0000376,Fran Drescher,,1957,,https://m.media-amazon.com/images/M/MV5BY2I4YWExZjEtNTJjYi00Y2IzLThkMDMtYWIxZGNmZmZmMmU4XkEyXkFqcGdeQXVyNTU5ODYzOTY@._V1_.jpg
195,nm0000378,Minnie Driver,,1970,,https://m.media-amazon.com/images/M/MV5BMTg3NDA2NjkxMV5BMl5BanBnXkFtZTcwMjA0NzcwNA@@._V1_.jpg
196,nm0000379,Kirsten Dunst,,1982,,https://m.media-amazon.com/images/M/MV5BMTQ3NzkwNzM1MV5BMl5BanBnXkFtZTgwMzE2MTQ3MjE@._V1_.jpg
197,nm0000380,Robert Duvall,,1931,,https://m.media-amazon.com/images/M/MV5BMjk1MjA2Mjc2MF5BMl5BanBnXkFtZTcwOTE4MTUwMg@@._V1_.jpg
198,nm0000381,Anthony Edwards,,1962,,https://m.media-amazon.com/images/M/MV5BMTI1NTk5ODY3Nl5BMl5BanBnXkFtZTcwNTE5MjcyMg@@._V1_.jpg
199,nm0000384,Danny Elfman,,1953,,https://m.media-amazon.com/images/M/MV5BMTU4MTU0ODA0Nl5BMl5BanBnXkFtZTgwNTk1Njk3MjE@._V1_.jpg
200,nm0000385,Sam Elliott,,1944,,https://m.media-amazon.com/images/M/MV5BMTU0NTk4NDgzMl5BMl5BanBnXkFtZTYwNjU5Nzc1._V1_.jpg
201,nm0000392,Morgan Fairchild,,1950,,https://m.media-amazon.com/images/M/MV5BMTM1ODQyOTU1MV5BMl5BanBnXkFtZTcwMDY5MjE3MQ@@._V1_.jpg
202,nm0000393,Peter Falk,,1927,2011,https://m.media-amazon.com/images/M/MV5BMTk4ODUwNDE3MF5BMl5BanBnXkFtZTYwMjA1NTM0._V1_.jpg
203,nm0000396,Farrah Fawcett,,1947,2009,https://m.media-amazon.com/images/M/MV5BZGY1ZDgwZWMtNjlmZS00NjczLWJhN2ItMDk0MjEwM2NhMTI1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg
204,nm0000398,Sally Field,sally-field-102819,1946,,https://m.media-amazon.com/images/M/MV5BMTQwOTMyMDI4MV5BMl5BanBnXkFtZTcwMDYzMTM5OA@@._V1_.jpg
205,nm0000399,David Fincher,,1962,,https://m.media-amazon.com/images/M/MV5BMTc1NDkwMTQ2MF5BMl5BanBnXkFtZTcwMzY0ODkyMg@@._V1_.jpg
206,nm0000401,Laurence Fishburne,laurence-fishburne-67498,1961,,https://m.media-amazon.com/images/M/MV5BMTc0NjczNDc1MV5BMl5BanBnXkFtZTYwMDU0Mjg1._V1_.jpg
207,nm0000402,Carrie Fisher,,1956,2016,https://m.media-amazon.com/images/M/MV5BMjM4ODU5MDY4MV5BMl5BanBnXkFtZTgwODY1MjQ5MDI@._V1_.jpg
208,nm0000403,Bridget Fonda,,1964,,https://m.media-amazon.com/images/M/MV5BMjAzMzk5OTQzNl5BMl5BanBnXkFtZTYwMjc0OTk0._V1_.jpg
209,nm0000404,Jane Fonda,jane-fonda-40806,1937,,https://m.media-amazon.com/images/M/MV5BMzQ5NTE2MDAzOV5BMl5BanBnXkFtZTgwOTQ3MTQ3MjE@._V1_.jpg
210,nm0000405,Michelle Forbes,,1965,,https://m.media-amazon.com/images/M/MV5BMTA5NTgwMjIxMDdeQTJeQWpwZ15BbWU3MDY2NTk0MTk@._V1_.jpg
211,nm0000412,Andy Garcia,,1956,,https://m.media-amazon.com/images/M/MV5BMjM3NDA5NTgxNl5BMl5BanBnXkFtZTgwMzU3NDc4NDE@._V1_.jpg
212,nm0000413,Janeane Garofalo,,1964,,https://m.media-amazon.com/images/M/MV5BMjExNjQwMTA1M15BMl5BanBnXkFtZTcwMzY1ODM4OA@@._V1_.jpg
213,nm0000415,Jami Gertz,,1965,,https://m.media-amazon.com/images/M/MV5BMTgzNDYzNDcwMV5BMl5BanBnXkFtZTcwMzIwOTg1MQ@@._V1_.jpg
214,nm0000418,Danny Glover,,1946,,https://m.media-amazon.com/images/M/MV5BMTI4ODM2MzQwN15BMl5BanBnXkFtZTcwMjY2OTI5MQ@@._V1_.jpg
215,nm0000421,Cuba Gooding Jr.,,1968,,https://m.media-amazon.com/images/M/MV5BMTIzMzk4NjQ2Ml5BMl5BanBnXkFtZTYwNzc3ODI4._V1_.jpg
216,nm0000422,John Goodman,,1952,,https://m.media-amazon.com/images/M/MV5BOTk1MzAzMDUxMF5BMl5BanBnXkFtZTgwODgyMTQxNjM@._V1_.jpg
217,nm0000424,Hugh Grant,,1960,,https://m.media-amazon.com/images/M/MV5BMTc4MTgxOTk2Ml5BMl5BanBnXkFtZTcwNzMwMjYwMw@@._V1_.jpg
218,nm0000429,Melanie Griffith,,1957,,https://m.media-amazon.com/images/M/MV5BMTUwODc4NTgxOV5BMl5BanBnXkFtZTcwNzgyNjY0MQ@@._V1_.jpg
219,nm0000436,Curtis Hanson,,1945,2016,https://m.media-amazon.com/images/M/MV5BMTM3MzIzMzExOV5BMl5BanBnXkFtZTcwMTEyNjA1Mw@@._V1_.jpg
220,nm0000437,Woody Harrelson,,1961,,https://m.media-amazon.com/images/M/MV5BMTU3NDc2ODc4MF5BMl5BanBnXkFtZTcwODk2MzAyMg@@._V1_.jpg
221,nm0000438,Ed Harris,ed-harris-44228,1950,,https://m.media-amazon.com/images/M/MV5BMjE4NDM4ODc2OV5BMl5BanBnXkFtZTcwNzA5NjQ5MQ@@._V1_.jpg
222,nm0000439,Neil Patrick Harris,neil-patrick-harris-87740,1973,,https://m.media-amazon.com/images/M/MV5BMTUxNjQ4MjU5Ml5BMl5BanBnXkFtZTcwMTY5NzAzNw@@._V1_.jpg
223,nm0000443,Goldie Hawn,,1945,,https://m.media-amazon.com/images/M/MV5BMTc0MDQ5MDUzMF5BMl5BanBnXkFtZTgwMjIwNTU5MTE@._V1_.jpg
224,nm0000444,Glenne Headly,,1955,2017,https://m.media-amazon.com/images/M/MV5BMTkzNjc2NzIwMl5BMl5BanBnXkFtZTcwMDM4MjAzMQ@@._V1_.jpg
225,nm0000445,Dan Hedaya,,1940,,https://m.media-amazon.com/images/M/MV5BMjE0MzQ3MjY3Nl5BMl5BanBnXkFtZTYwNTA4MzE0._V1_.jpg
226,nm0000446,Mariel Hemingway,,1961,,https://m.media-amazon.com/images/M/MV5BMTI2ODI4ODc4MV5BMl5BanBnXkFtZTYwNjY1OTYz._V1_.jpg
227,nm0000450,Philip Seymour Hoffman,philip-seymour-hoffman-70743,1967,2014,https://m.media-amazon.com/images/M/MV5BMTQ0NTA1NTg3Ml5BMl5BanBnXkFtZTcwNzkxNzgxNw@@._V1_.jpg
228,nm0000451,Gaby Hoffmann,,1982,,https://m.media-amazon.com/images/M/MV5BMTg1NDcyMjAzMF5BMl5BanBnXkFtZTgwMTIyMzcwMDI@._V1_.jpg
229,nm0000453,Ian Holm,ian-holm-81729,1931,2020,https://m.media-amazon.com/images/M/MV5BMTI0ODA2MjM2NF5BMl5BanBnXkFtZTYwNDg5NDIz._V1_.jpg
230,nm0000454,Dennis Hopper,,1936,2010,https://m.media-amazon.com/images/M/MV5BMTMwNTQ5Nzg0OF5BMl5BanBnXkFtZTcwMDE2MDE4Mg@@._V1_.jpg
231,nm0000456,Holly Hunter,,1958,,https://m.media-amazon.com/images/M/MV5BMjIzNzg1ODA1NF5BMl5BanBnXkFtZTcwNTI4NzQ4Mg@@._V1_.jpg
232,nm0000458,William Hurt,william-hurt-46078,1950,2022,https://m.media-amazon.com/images/M/MV5BMjEyNzA5MTUxN15BMl5BanBnXkFtZTcwMTU3ODQ3MQ@@._V1_.jpg
233,nm0000459,Timothy Hutton,,1960,,https://m.media-amazon.com/images/M/MV5BMTU4MjYxODUwNV5BMl5BanBnXkFtZTcwNTg5Nzg4Mg@@._V1_.jpg
234,nm0000460,Jeremy Irons,jeremy-irons-46236,1948,,https://m.media-amazon.com/images/M/MV5BMTY5Mzg2NDY5OV5BMl5BanBnXkFtZTcwMDQwNzA0Mg@@._V1_.jpg
235,nm0000462,Kate Jackson,,1948,,https://m.media-amazon.com/images/M/MV5BMjEyNzE2OTE1NV5BMl5BanBnXkFtZTYwMTg1ODI2._V1_.jpg
236,nm0000467,Don Johnson,,1949,,https://m.media-amazon.com/images/M/MV5BMTg4ODYwOTU0N15BMl5BanBnXkFtZTgwNjc5NDM2MTE@._V1_.jpg
237,nm0000469,James Earl Jones,james-earl-jones-47173,1931,,https://m.media-amazon.com/images/M/MV5BMTcwNTg1MzMwM15BMl5BanBnXkFtZTcwNTQyMDgyMg@@._V1_.jpg
238,nm0000471,Raul Julia,raul-julia-67931,1940,1994,https://m.media-amazon.com/images/M/MV5BNzMyOTgzODYyNl5BMl5BanBnXkFtZTcwMDE5OTgwMw@@._V1_.jpg
239,nm0000473,Diane Keaton,diane-keaton-47603,1946,,https://m.media-amazon.com/images/M/MV5BMTY5NDI5OTEyOF5BMl5BanBnXkFtZTgwMzU4NDI1NzM@._V1_.jpg
240,nm0000474,Michael Keaton,,1951,,https://m.media-amazon.com/images/M/MV5BZmNiZmMzN2MtOTNkMy00YjA1LTg4NzktMWI4Njg1NzI3ODAyXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg
241,nm0000484,John Landis,,1950,,https://m.media-amazon.com/images/M/MV5BMTg0Mzg4NDE4N15BMl5BanBnXkFtZTYwMDc0NzYz._V1_.jpg
242,nm0000490,Spike Lee,,1957,,https://m.media-amazon.com/images/M/MV5BMTgyMTEyNDgxOF5BMl5BanBnXkFtZTcwNTkzMTA3Nw@@._V1_.jpg
243,nm0000491,John Leguizamo,john-leguizamo-6851,1960,,https://m.media-amazon.com/images/M/MV5BNTEyMjMxNDg5NF5BMl5BanBnXkFtZTcwNzczOTY4MQ@@._V1_.jpg
244,nm0000493,Jack Lemmon,jack-lemmon-49448,1925,2001,https://m.media-amazon.com/images/M/MV5BODUxYWFlNWYtYmViMC00OTExLTk3YjAtZGU4MDc3MTcwZTZmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
245,nm0000496,Juliette Lewis,,1973,,https://m.media-amazon.com/images/M/MV5BZDNmYmMzNzAtNjEzNy00YWUyLTg0NmItYWI4NWU0YjFhMjlhXkEyXkFqcGdeQXVyMTU3Njg2MjQy._V1_.jpg
246,nm0000500,Richard Linklater,,1960,,https://m.media-amazon.com/images/M/MV5BMTQ0Mzc2NzY0Ml5BMl5BanBnXkFtZTcwOTI3OTI5MQ@@._V1_.jpg
247,nm0000501,Ray Liotta,,1954,2022,https://m.media-amazon.com/images/M/MV5BMTU3NzM5MjUwMF5BMl5BanBnXkFtZTYwNDM2NDky._V1_.jpg
248,nm0000502,Christopher Lloyd,,1938,,https://m.media-amazon.com/images/M/MV5BMTkxNzQ0ODgxOV5BMl5BanBnXkFtZTcwMTAxMDY0Mg@@._V1_.jpg
249,nm0515941,Christopher Lloyd,,1960,,https://m.media-amazon.com/images/M/MV5BMjAzMDAxNTQ1M15BMl5BanBnXkFtZTcwMzI0MTg2OA@@._V1_.jpg
250,nm0000506,Julia Louis-Dreyfus,,1961,,https://m.media-amazon.com/images/M/MV5BMTYzMDM2MTg2Nl5BMl5BanBnXkFtZTcwODQ0OTA1Mg@@._V1_.jpg
251,nm0000507,Rob Lowe,,1964,,https://m.media-amazon.com/images/M/MV5BMTc3NjIwMjgyMV5BMl5BanBnXkFtZTgwMDI1MTQ2NjE@._V1_.jpg
252,nm0000511,Shirley MacLaine,,1934,,https://m.media-amazon.com/images/M/MV5BMTI0MTE5MjQ1MF5BMl5BanBnXkFtZTYwMzU2MDg1._V1_.jpg
253,nm0000513,William H. Macy,,1950,,https://m.media-amazon.com/images/M/MV5BMjIzOTk5MTAzNV5BMl5BanBnXkFtZTcwNTk0MzMyNw@@._V1_.jpg
254,nm0000518,John Malkovich,,1953,,https://m.media-amazon.com/images/M/MV5BMTcwMDM5ODUwOF5BMl5BanBnXkFtZTYwMzEwOTI4._V1_.jpg
255,nm0000519,David Mamet,david-mamet-5000,1947,,https://m.media-amazon.com/images/M/MV5BMTE5MjYyMDUyOV5BMl5BanBnXkFtZTYwNDE4NDYz._V1_.jpg
256,nm0000520,Michael Mann,,1943,,https://m.media-amazon.com/images/M/MV5BMTU2MjMzODY3Ml5BMl5BanBnXkFtZTYwNjE0OTMz._V1_.jpg
257,nm0000523,Julianna Margulies,,1966,,https://m.media-amazon.com/images/M/MV5BMTQ2MTgxOTgxMl5BMl5BanBnXkFtZTgwMzIxOTAwMDE@._V1_.jpg
258,nm0000527,Walter Matthau,walter-matthau-68261,1920,2000,https://m.media-amazon.com/images/M/MV5BZmJkZDc1ODYtNWUwZS00ZDRmLTkyMDMtZGIyMzZmNTFjYjFkXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
259,nm0000531,Frances McDormand,frances-mcdormand-52285,1957,,https://m.media-amazon.com/images/M/MV5BMjI3NzgxNjYzOF5BMl5BanBnXkFtZTgwNTIxMjExNzE@._V1_.jpg
260,nm0000541,Bette Midler,bette-midler-4524,1945,,https://m.media-amazon.com/images/M/MV5BMTIyNjU3NDYyMl5BMl5BanBnXkFtZTcwODUyNjY0MQ@@._V1_.jpg
261,nm0000543,Sal Mineo,,1939,1976,https://m.media-amazon.com/images/M/MV5BMTI2Nzc2NTUxOF5BMl5BanBnXkFtZTcwNjU2ODAyMw@@._V1_.jpg
262,nm0000545,Helen Mirren,helen-mirren-53256,1945,,https://m.media-amazon.com/images/M/MV5BMjA4MzY2ODU2MV5BMl5BanBnXkFtZTcwOTQ3ODY4OQ@@._V1_.jpg
263,nm0000546,Matthew Modine,,1959,,https://m.media-amazon.com/images/M/MV5BMjE3NTE4NjQxOF5BMl5BanBnXkFtZTgwMTI3MzQwNDI@._V1_.jpg
264,nm0000547,Alfred Molina,alfred-molina-53379,1953,,https://m.media-amazon.com/images/M/MV5BMTEwNTgzNzgxNzNeQTJeQWpwZ15BbWU3MDQ5NzU1NjM@._V1_.jpg
265,nm0000548,Elizabeth Montgomery,,1933,1995,https://m.media-amazon.com/images/M/MV5BZTRiOThjZWUtYmM0MS00ZmMzLTlhOWQtNDUzNmY4M2E1OTI2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
266,nm0000550,Kate Mulgrew,,1955,,https://m.media-amazon.com/images/M/MV5BOTY1MTc3MjcyNl5BMl5BanBnXkFtZTcwMDg4MDAwMg@@._V1_.jpg
267,nm0000552,Eddie Murphy,,1961,,https://m.media-amazon.com/images/M/MV5BMTc0NDQzODAwNF5BMl5BanBnXkFtZTYwMzUzNTk3._V1_.jpg
268,nm0000554,Sam Neill,,1947,,https://m.media-amazon.com/images/M/MV5BMjUyMTU0MzA0MF5BMl5BanBnXkFtZTgwNTA4MTQ4NjM@._V1_.jpg
269,nm0000558,Leslie Nielsen,,1926,2010,https://m.media-amazon.com/images/M/MV5BMTI3MTE1NjM4N15BMl5BanBnXkFtZTYwNzI3MTI0._V1_.jpg
270,nm0000559,Leonard Nimoy,,1931,2015,https://m.media-amazon.com/images/M/MV5BMTIzMzY1MzEyNV5BMl5BanBnXkFtZTYwNjU4MTg1._V1_.jpg
271,nm0000560,Nick Nolte,,1941,,https://m.media-amazon.com/images/M/MV5BMTU1ODAzMDk3Ml5BMl5BanBnXkFtZTYwOTEzMzE0._V1_.jpg
272,nm0000564,Peter O'Toole,,1932,2013,https://m.media-amazon.com/images/M/MV5BMjA0MDYyNzczN15BMl5BanBnXkFtZTYwNjMzNjMz._V1_.jpg
273,nm0000565,Lena Olin,,1955,,https://m.media-amazon.com/images/M/MV5BMTI0Nzc2ODMwNF5BMl5BanBnXkFtZTcwNjg4ODgwMg@@._V1_.jpg
274,nm0000566,Julia Ormond,,1965,,https://m.media-amazon.com/images/M/MV5BMjEzNTQyODk5Ml5BMl5BanBnXkFtZTcwOTEwOTk0OA@@._V1_.jpg
275,nm0000568,Frank Oz,,1944,,https://m.media-amazon.com/images/M/MV5BMTI1NTM4ODA0OV5BMl5BanBnXkFtZTYwODMxMjQ0._V1_.jpg
276,nm0000569,Gwyneth Paltrow,,1972,,https://m.media-amazon.com/images/M/MV5BNzIxOTQ1NTU1OV5BMl5BanBnXkFtZTcwMTQ4MDY0Nw@@._V1_.jpg
277,nm0000571,Mary-Louise Parker,mary-louise-parker-68494,1964,,https://m.media-amazon.com/images/M/MV5BMzE1MTc4ODQ5N15BMl5BanBnXkFtZTcwOTM4NTEzMQ@@._V1_.jpg
278,nm0000572,Sarah Jessica Parker,,1965,,https://m.media-amazon.com/images/M/MV5BMjEzMDY0MzMxMV5BMl5BanBnXkFtZTcwMzMxNjQzMg@@._V1_.jpg
279,nm0000573,Dolly Parton,dolly-parton-480323,1946,,https://m.media-amazon.com/images/M/MV5BMTQxNjI5MjI2NV5BMl5BanBnXkFtZTYwMzExMzI1._V1_.jpg
280,nm0000579,Ron Perlman,,1950,,https://m.media-amazon.com/images/M/MV5BMTY0NzAzMTEyOV5BMl5BanBnXkFtZTcwNjYwMzYwNg@@._V1_.jpg
281,nm0000581,Joseph L. Mankiewicz,,1909,1993,https://m.media-amazon.com/images/M/MV5BMjA1MzMwMzEwNF5BMl5BanBnXkFtZTcwMTk5MjgyNw@@._V1_.jpg
282,nm0000585,Robert Picardo,,1953,,https://m.media-amazon.com/images/M/MV5BOWFlZDlkYTUtMjRhZS00YmQ0LWIyMzQtNmU4ZDQyNmUwYjY3XkEyXkFqcGdeQXVyNDMxNzIxMg@@._V1_.jpg
283,nm0000587,Donald Pleasence,donald-pleasence-68547,1919,1995,https://m.media-amazon.com/images/M/MV5BNGQxMDNkNjMtYzhiNy00NGQ5LWIyNjItZmY2M2NiNzcxYTM4XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
284,nm0000588,Martha Plimpton,martha-plimpton-117962,1970,,https://m.media-amazon.com/images/M/MV5BMjIyOTQxNDMyMl5BMl5BanBnXkFtZTcwMjU4NDE3Mw@@._V1_.jpg
285,nm0000596,Jonathan Pryce,jonathan-pryce-56650,1947,,https://m.media-amazon.com/images/M/MV5BNTI2YTEzYzItN2FlZi00M2Y3LTlhZjUtNmIyODU0ODRkN2E4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
286,nm0000598,Dennis Quaid,,1954,,https://m.media-amazon.com/images/M/MV5BMTU4ODk3NTcyMl5BMl5BanBnXkFtZTcwOTIwMTQxMw@@._V1_.jpg
287,nm0000602,Robert Redford,,1936,,https://m.media-amazon.com/images/M/MV5BMTk1Nzc5MzQyMV5BMl5BanBnXkFtZTcwNjQ5OTA0Mg@@._V1_.jpg
288,nm0000603,Vanessa Redgrave,vanessa-redgrave-57311,1937,,https://m.media-amazon.com/images/M/MV5BMTI3MjE0OTgzNF5BMl5BanBnXkFtZTcwOTQ3ODMwMg@@._V1_.jpg
289,nm0000607,Paul Reubens,,1952,2023,https://m.media-amazon.com/images/M/MV5BMjIwMjYyNjk4Nl5BMl5BanBnXkFtZTcwNzA4NDYwMw@@._V1_.jpg
290,nm0000608,Burt Reynolds,,1936,2018,https://m.media-amazon.com/images/M/MV5BMTg2Nzc1ODA1OF5BMl5BanBnXkFtZTcwMTc4MTc1MQ@@._V1_.jpg
291,nm0000609,Ving Rhames,,1959,,https://m.media-amazon.com/images/M/MV5BMTMwMTgyMzc4MV5BMl5BanBnXkFtZTYwNjE5Mjk1._V1_.jpg
292,nm0000610,Giovanni Ribisi,,1974,,https://m.media-amazon.com/images/M/MV5BMTk2MDAwMTQ5OV5BMl5BanBnXkFtZTcwNjY0MzY1Mw@@._V1_.jpg
293,nm0000614,Alan Rickman,alan-rickman-57772,1946,2016,https://m.media-amazon.com/images/M/MV5BMTUwNTc4MTg4Ml5BMl5BanBnXkFtZTcwNDY2MjkxOA@@._V1_.jpg
294,nm0000615,John Ritter,,1948,2003,https://m.media-amazon.com/images/M/MV5BMTkwNDkyMzUzOF5BMl5BanBnXkFtZTcwMDMzNDgwMw@@._V1_.jpg
